sold_today,date,prod_id_unique,product_name,expiry_date,product_type,price,weekday,weather,same_prod_type_stock
False,2024-04-01,C_10_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_11_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_12_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_13_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_14_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_15_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_16_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_17_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_18_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,D_1_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,E_1_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_2_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_3_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_4_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,F_1_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_2_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_3_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_4_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_5_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_6_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_7_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_8_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_9_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_10_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_11_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_12_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_13_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_14_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_15_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_16_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,H_1_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_2_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_3_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_4_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_5_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_6_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_7_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_8_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_9_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_10_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_11_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_12_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_13_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,A_1_20240401,A,2024-04-04,チョコ,150,月,雨,236
True,2024-04-01,A_2_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_3_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_4_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_5_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_6_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_7_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_8_20240401,A,2024-04-04,チョコ,150,月,雨,236
True,2024-04-01,A_9_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_10_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_11_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_12_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_13_20240401,A,2024-04-04,チョコ,150,月,雨,236
True,2024-04-01,B_1_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_2_20240401,B,2024-04-03,チョコ,200,月,雨,236
True,2024-04-01,B_3_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_4_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_5_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_6_20240401,B,2024-04-03,チョコ,200,月,雨,236
True,2024-04-01,C_1_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_2_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_3_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_4_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_5_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_6_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_7_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_8_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_9_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_10_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_11_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_12_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_13_20240401,C,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,C_14_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_15_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_16_20240401,C,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,C_17_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_18_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,D_1_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,E_1_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_2_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_3_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_4_20240401,E,2024-04-03,チョコ,160,月,雨,236
True,2024-04-01,F_1_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_2_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_3_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_4_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_5_20240401,F,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,F_6_20240401,F,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,F_7_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_8_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_9_20240401,F,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,F_10_20240401,F,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,F_11_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_12_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_13_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_14_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_15_20240401,F,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,F_16_20240401,F,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,H_1_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_2_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_3_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_4_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_5_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_6_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_7_20240401,H,2024-04-05,チョコ,190,月,雨,236
True,2024-04-01,H_8_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_9_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_10_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_11_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_12_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,H_13_20240401,H,2024-04-05,チョコ,190,月,雨,236
False,2024-04-01,A_14_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_15_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_16_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_17_20240401,A,2024-04-04,チョコ,150,月,雨,236
True,2024-04-01,A_18_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_19_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_20_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_21_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_22_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_23_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_24_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_25_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_26_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_27_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_28_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_29_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_30_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_31_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_32_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_33_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_34_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_35_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_36_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_37_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_38_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_39_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_40_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_41_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_42_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_43_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_44_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_45_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_46_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_47_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_48_20240401,A,2024-04-04,チョコ,150,月,雨,236
True,2024-04-01,A_49_20240401,A,2024-04-04,チョコ,150,月,雨,236
False,2024-04-01,A_50_20240401,A,2024-04-04,チョコ,150,月,雨,236
True,2024-04-01,B_7_20240401,B,2024-04-03,チョコ,200,月,雨,236
True,2024-04-01,B_8_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_9_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_10_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_11_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_12_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_13_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_14_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_15_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_16_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_17_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_18_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_19_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_20_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_21_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_22_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_23_20240401,B,2024-04-03,チョコ,200,月,雨,236
True,2024-04-01,B_24_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_25_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_26_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_27_20240401,B,2024-04-03,チョコ,200,月,雨,236
True,2024-04-01,B_28_20240401,B,2024-04-03,チョコ,200,月,雨,236
True,2024-04-01,B_29_20240401,B,2024-04-03,チョコ,200,月,雨,236
True,2024-04-01,B_30_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_31_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_32_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_33_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_34_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_35_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_36_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_37_20240401,B,2024-04-03,チョコ,200,月,雨,236
True,2024-04-01,B_38_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_39_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_40_20240401,B,2024-04-03,チョコ,200,月,雨,236
True,2024-04-01,B_41_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_42_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_43_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_44_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_45_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_46_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_47_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_48_20240401,B,2024-04-03,チョコ,200,月,雨,236
True,2024-04-01,B_49_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,B_50_20240401,B,2024-04-03,チョコ,200,月,雨,236
False,2024-04-01,C_19_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_20_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_21_20240401,C,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,C_22_20240401,C,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,C_23_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_24_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_25_20240401,C,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,C_26_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_27_20240401,C,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,C_28_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_29_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_30_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_31_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_32_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_33_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_34_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_35_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_36_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_37_20240401,C,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,C_38_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_39_20240401,C,2024-04-03,ピザ,220,月,雨,184
True,2024-04-01,C_40_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_41_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_42_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_43_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_44_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_45_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_46_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_47_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_48_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_49_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,C_50_20240401,C,2024-04-03,ピザ,220,月,雨,184
False,2024-04-01,D_2_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_3_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_4_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_5_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_6_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_7_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_8_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_9_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_10_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_11_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_12_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_13_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_14_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_15_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_16_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_17_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_18_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_19_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_20_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_21_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_22_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_23_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_24_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_25_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_26_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_27_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_28_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_29_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_30_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_31_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_32_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_33_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_34_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_35_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_36_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_37_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_38_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_39_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_40_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_41_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_42_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_43_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_44_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_45_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_46_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_47_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_48_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_49_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,D_50_20240401,D,2024-04-06,食パン,180,月,雨,51
False,2024-04-01,E_5_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_6_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_7_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_8_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_9_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_10_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_11_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_12_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_13_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_14_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_15_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_16_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_17_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_18_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_19_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_20_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_21_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_22_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_23_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_24_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_25_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_26_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_27_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_28_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_29_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_30_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_31_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_32_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_33_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_34_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_35_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_36_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_37_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_38_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_39_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_40_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_41_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_42_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_43_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_44_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_45_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_46_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_47_20240401,E,2024-04-03,チョコ,160,月,雨,236
False,2024-04-01,E_48_20240401,E,2024-04-03,チョコ,160,月,雨,236
